Position,Decimal,Name,Appearance
0x222D,8749,TRIPLE INTEGRAL,∭
0x222E,8750,CONTOUR INTEGRAL,∮
0x222F,8751,SURFACE INTEGRAL,∯
0x2230,8752,VOLUME INTEGRAL,∰
0x2231,8753,CLOCKWISE INTEGRAL,∱
0x2232,8754,CLOCKWISE CONTOUR INTEGRAL,∲
0x2233,8755,ANTICLOCKWISE CONTOUR INTEGRAL,∳
0x2234,8756,THEREFORE,∴
0x2235,8757,BECAUSE,∵
0x2236,8758,RATIO,∶
0x2237,8759,PROPORTION,∷
0x2238,8760,DOT MINUS,∸
0x2239,8761,EXCESS,∹
0x223A,8762,GEOMETRIC PROPORTION,∺
0x223B,8763,HOMOTHETIC,∻
0x223C,8764,TILDE OPERATOR,∼
0x223D,8765,REVERSED TILDE,∽
0x223E,8766,INVERTED LAZY S,∾
0x223F,8767,SINE WAVE,∿
0x2240,8768,WREATH PRODUCT,≀
0x2241,8769,NOT TILDE,≁
0x2242,8770,MINUS TILDE,≂
0x2243,8771,ASYMPTOTICALLY EQUAL TO,≃
0x2244,8772,NOT ASYMPTOTICALLY EQUAL TO,≄
0x2245,8773,APPROXIMATELY EQUAL TO,≅
0x2246,8774,APPROXIMATELY BUT NOT ACTUALLY EQUAL TO,≆
0x2247,8775,NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO,≇
0x2248,8776,ALMOST EQUAL TO,≈
0x2249,8777,NOT ALMOST EQUAL TO,≉
0x224A,8778,ALMOST EQUAL OR EQUAL TO,≊
0x224B,8779,TRIPLE TILDE,≋
0x224C,8780,ALL EQUAL TO,≌
0x224D,8781,EQUIVALENT TO,≍
0x224E,8782,GEOMETRICALLY EQUIVALENT TO,≎
0x224F,8783,DIFFERENCE BETWEEN,≏
0x2250,8784,APPROACHES THE LIMIT,≐
0x2251,8785,GEOMETRICALLY EQUAL TO,≑
0x2252,8786,APPROXIMATELY EQUAL TO OR THE IMAGE OF,≒
0x2253,8787,IMAGE OF OR APPROXIMATELY EQUAL TO,≓
0x2254,8788,COLON EQUALS,≔
0x2255,8789,EQUALS COLON,≕
0x2256,8790,RING IN EQUAL TO,≖
0x2257,8791,RING EQUAL TO,≗
0x2258,8792,CORRESPONDS TO,≘
0x2259,8793,ESTIMATES,≙
0x225A,8794,EQUIANGULAR TO,≚
0x225B,8795,STAR EQUALS,≛
0x225C,8796,DELTA EQUAL TO,≜
0x225D,8797,EQUAL TO BY DEFINITION,≝
0x225E,8798,MEASURED BY,≞
0x225F,8799,QUESTIONED EQUAL TO,≟
0x2260,8800,NOT EQUAL TO,≠
0x2261,8801,IDENTICAL TO,≡
0x2262,8802,NOT IDENTICAL TO,≢
0x2263,8803,STRICTLY EQUIVALENT TO,≣
0x2264,8804,LESS-THAN OR EQUAL TO,≤
0x2265,8805,GREATER-THAN OR EQUAL TO,≥
0x2266,8806,LESS-THAN OVER EQUAL TO,≦
0x2267,8807,GREATER-THAN OVER EQUAL TO,≧
0x2268,8808,LESS-THAN BUT NOT EQUAL TO,≨
0x2269,8809,GREATER-THAN BUT NOT EQUAL TO,≩
0x226A,8810,MUCH LESS-THAN,≪
0x226B,8811,MUCH GREATER-THAN,≫
0x226C,8812,BETWEEN,≬
0x226D,8813,NOT EQUIVALENT TO,≭
0x226E,8814,NOT LESS-THAN,≮
0x226F,8815,NOT GREATER-THAN,≯
0x2270,8816,NEITHER LESS-THAN NOR EQUAL TO,≰
0x2271,8817,NEITHER GREATER-THAN NOR EQUAL TO,≱
0x2272,8818,LESS-THAN OR EQUIVALENT TO,≲
0x2273,8819,GREATER-THAN OR EQUIVALENT TO,≳
0x2274,8820,NEITHER LESS-THAN NOR EQUIVALENT TO,≴
0x2275,8821,NEITHER GREATER-THAN NOR EQUIVALENT TO,≵
0x2276,8822,LESS-THAN OR GREATER-THAN,≶
0x2277,8823,GREATER-THAN OR LESS-THAN,≷
0x2278,8824,NEITHER LESS-THAN NOR GREATER-THAN,≸
0x2279,8825,NEITHER GREATER-THAN NOR LESS-THAN,≹
0x227A,8826,PRECEDES,≺
0x227B,8827,SUCCEEDS,≻
0x227C,8828,PRECEDES OR EQUAL TO,≼
0x227D,8829,SUCCEEDS OR EQUAL TO,≽
0x227E,8830,PRECEDES OR EQUIVALENT TO,≾
0x227F,8831,SUCCEEDS OR EQUIVALENT TO,≿
0x2280,8832,DOES NOT PRECEDE,⊀
0x2281,8833,DOES NOT SUCCEED,⊁
0x2282,8834,SUBSET OF,⊂
0x2283,8835,SUPERSET OF,⊃
0x2284,8836,NOT A SUBSET OF,⊄
0x2285,8837,NOT A SUPERSET OF,⊅
0x2286,8838,SUBSET OF OR EQUAL TO,⊆
0x2287,8839,SUPERSET OF OR EQUAL TO,⊇
0x2288,8840,NEITHER A SUBSET OF NOR EQUAL TO,⊈
0x2289,8841,NEITHER A SUPERSET OF NOR EQUAL TO,⊉
0x228A,8842,SUBSET OF WITH NOT EQUAL TO,⊊
0x228B,8843,SUPERSET OF WITH NOT EQUAL TO,⊋
0x228C,8844,MULTISET,⊌
0x228D,8845,MULTISET MULTIPLICATION,⊍
0x228E,8846,MULTISET UNION,⊎
0x228F,8847,SQUARE IMAGE OF,⊏
0x2290,8848,SQUARE ORIGINAL OF,⊐
0x2291,8849,SQUARE IMAGE OF OR EQUAL TO,⊑
0x2292,8850,SQUARE ORIGINAL OF OR EQUAL TO,⊒
0x2293,8851,SQUARE CAP,⊓
0x2294,8852,SQUARE CUP,⊔
0x2295,8853,CIRCLED PLUS,⊕
0x2296,8854,CIRCLED MINUS,⊖
0x2297,8855,CIRCLED TIMES,⊗
0x2298,8856,CIRCLED DIVISION SLASH,⊘
0x2299,8857,CIRCLED DOT OPERATOR,⊙
0x229A,8858,CIRCLED RING OPERATOR,⊚
0x229B,8859,CIRCLED ASTERISK OPERATOR,⊛
0x229C,8860,CIRCLED EQUALS,⊜
0x229D,8861,CIRCLED DASH,⊝
0x229E,8862,SQUARED PLUS,⊞
0x229F,8863,SQUARED MINUS,⊟
0x22A0,8864,SQUARED TIMES,⊠
0x22A1,8865,SQUARED DOT OPERATOR,⊡
0x22A2,8866,RIGHT TACK,⊢
0x22A3,8867,LEFT TACK,⊣
0x22A4,8868,DOWN TACK,⊤
0x22A5,8869,UP TACK,⊥
0x22A6,8870,ASSERTION,⊦
0x22A7,8871,MODELS,⊧
0x22A8,8872,TRUE,⊨
0x22A9,8873,FORCES,⊩
0x22AA,8874,TRIPLE VERTICAL BAR RIGHT TURNSTILE,⊪
0x22AB,8875,DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE,⊫
0x22AC,8876,DOES NOT PROVE,⊬
0x22AD,8877,NOT TRUE,⊭
0x22AE,8878,DOES NOT FORCE,⊮
0x22AF,8879,NEGATED DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE,⊯
0x22B0,8880,PRECEDES UNDER RELATION,⊰
0x22B1,8881,SUCCEEDS UNDER RELATION,⊱
0x22B2,8882,NORMAL SUBGROUP OF,⊲
0x22B3,8883,CONTAINS AS NORMAL SUBGROUP,⊳
0x22B4,8884,NORMAL SUBGROUP OF OR EQUAL TO,⊴
0x22B5,8885,CONTAINS AS NORMAL SUBGROUP OR EQUAL TO,⊵
0x22B6,8886,ORIGINAL OF,⊶
0x22B7,8887,IMAGE OF,⊷
0x22B8,8888,MULTIMAP,⊸
0x22B9,8889,HERMITIAN CONJUGATE MATRIX,⊹
0x22BA,8890,INTERCALATE,⊺
0x22BB,8891,XOR,⊻
0x22BC,8892,NAND,⊼
0x22BD,8893,NOR,⊽
0x22BE,8894,RIGHT ANGLE WITH ARC,⊾
0x22BF,8895,RIGHT TRIANGLE,⊿
0x22C0,8896,N-ARY LOGICAL AND,⋀
0x22C1,8897,N-ARY LOGICAL OR,⋁
0x22C2,8898,N-ARY INTERSECTION,⋂
0x22C3,8899,N-ARY UNION,⋃
0x22C4,8900,DIAMOND OPERATOR,⋄
0x22C5,8901,DOT OPERATOR,⋅
0x22C6,8902,STAR OPERATOR,⋆
0x22C7,8903,DIVISION TIMES,⋇
0x22C8,8904,BOWTIE,⋈
0x22C9,8905,LEFT NORMAL FACTOR SEMIDIRECT PRODUCT,⋉
0x22CA,8906,RIGHT NORMAL FACTOR SEMIDIRECT PRODUCT,⋊
0x22CB,8907,LEFT SEMIDIRECT PRODUCT,⋋
0x22CC,8908,RIGHT SEMIDIRECT PRODUCT,⋌
0x22CD,8909,REVERSED TILDE EQUALS,⋍
0x22CE,8910,CURLY LOGICAL OR,⋎
0x22CF,8911,CURLY LOGICAL AND,⋏
0x22D0,8912,DOUBLE SUBSET,⋐
0x22D1,8913,DOUBLE SUPERSET,⋑
0x22D2,8914,DOUBLE INTERSECTION,⋒
0x22D3,8915,DOUBLE UNION,⋓
0x22D4,8916,PITCHFORK,⋔
0x22D5,8917,EQUAL AND PARALLEL TO,⋕
0x22D6,8918,LESS-THAN WITH DOT,⋖
0x22D7,8919,GREATER-THAN WITH DOT,⋗
0x22D8,8920,VERY MUCH LESS-THAN,⋘
0x22D9,8921,VERY MUCH GREATER-THAN,⋙
0x22DA,8922,LESS-THAN EQUAL TO OR GREATER-THAN,⋚
0x22DB,8923,GREATER-THAN EQUAL TO OR LESS-THAN,⋛
0x22DC,8924,EQUAL TO OR LESS-THAN,⋜
0x22DD,8925,EQUAL TO OR GREATER-THAN,⋝
0x22DE,8926,EQUAL TO OR PRECEDES,⋞
0x22DF,8927,EQUAL TO OR SUCCEEDS,⋟
0x22E0,8928,DOES NOT PRECEDE OR EQUAL,⋠
0x22E1,8929,DOES NOT SUCCEED OR EQUAL,⋡
0x22E2,8930,NOT SQUARE IMAGE OF OR EQUAL TO,⋢
0x22E3,8931,NOT SQUARE ORIGINAL OF OR EQUAL TO,⋣
0x22E4,8932,SQUARE IMAGE OF OR NOT EQUAL TO,⋤
0x22E5,8933,SQUARE ORIGINAL OF OR NOT EQUAL TO,⋥
0x22E6,8934,LESS-THAN BUT NOT EQUIVALENT TO,⋦
0x22E7,8935,GREATER-THAN BUT NOT EQUIVALENT TO,⋧
0x22E8,8936,PRECEDES BUT NOT EQUIVALENT TO,⋨
0x22E9,8937,SUCCEEDS BUT NOT EQUIVALENT TO,⋩
0x22EA,8938,NOT NORMAL SUBGROUP OF,⋪
0x22EB,8939,DOES NOT CONTAIN AS NORMAL SUBGROUP,⋫
0x22EC,8940,NOT NORMAL SUBGROUP OF OR EQUAL TO,⋬
0x22ED,8941,DOES NOT CONTAIN AS NORMAL SUBGROUP OR EQUAL,⋭
0x22EE,8942,VERTICAL ELLIPSIS,⋮
0x22EF,8943,MIDLINE HORIZONTAL ELLIPSIS,⋯
0x22F0,8944,UP RIGHT DIAGONAL ELLIPSIS,⋰
0x22F1,8945,DOWN RIGHT DIAGONAL ELLIPSIS,⋱
,,,
0x2300,8960,DIAMETER SIGN,⌀
0x2301,8961,ELECTRIC ARROW,⌁
0x2302,8962,HOUSE,⌂
0x2303,8963,UP ARROWHEAD,⌃
0x2304,8964,DOWN ARROWHEAD,⌄
0x2305,8965,PROJECTIVE,⌅
0x2306,8966,PERSPECTIVE,⌆
0x2307,8967,WAVY LINE,⌇
0x2308,8968,LEFT CEILING,⌈
0x2309,8969,RIGHT CEILING,⌉
0x230A,8970,LEFT FLOOR,⌊
0x230B,8971,RIGHT FLOOR,⌋
0x230C,8972,BOTTOM RIGHT CROP,⌌
0x230D,8973,BOTTOM LEFT CROP,⌍
0x230E,8974,TOP RIGHT CROP,⌎
0x230F,8975,TOP LEFT CROP,⌏
0x2310,8976,REVERSED NOT SIGN,⌐
0x2311,8977,SQUARE LOZENGE,⌑
0x2312,8978,ARC,⌒
0x2313,8979,SEGMENT,⌓
0x2314,8980,SECTOR,⌔
0x2315,8981,TELEPHONE RECORDER,⌕
0x2316,8982,POSITION INDICATOR,⌖
0x2317,8983,VIEWDATA SQUARE,⌗
0x2318,8984,PLACE OF INTEREST SIGN,⌘
0x2319,8985,TURNED NOT SIGN,⌙
0x231A,8986,WATCH,⌚
0x231B,8987,HOURGLASS,⌛
0x231C,8988,TOP LEFT CORNER,⌜
0x231D,8989,TOP RIGHT CORNER,⌝
0x231E,8990,BOTTOM LEFT CORNER,⌞
0x231F,8991,BOTTOM RIGHT CORNER,⌟
0x2320,8992,TOP HALF INTEGRAL,⌠
0x2321,8993,BOTTOM HALF INTEGRAL,⌡
0x2322,8994,FROWN,⌢
0x2323,8995,SMILE,⌣
0x2324,8996,UP ARROWHEAD BETWEEN TWO HORIZONTAL BARS,⌤
0x2325,8997,OPTION KEY,⌥
0x2326,8998,ERASE TO THE RIGHT,⌦
0x2327,8999,X IN A RECTANGLE BOX,⌧
0x2328,9000,KEYBOARD,⌨
0x2329,9001,LEFT-POINTING ANGLE BRACKET,〈
0x232A,9002,RIGHT-POINTING ANGLE BRACKET,〉
0x232B,9003,ERASE TO THE LEFT,⌫
0x232C,9004,BENZENE RING,⌬
0x232D,9005,CYLINDRICITY,⌭
0x232E,9006,ALL AROUND-PROFILE,⌮
0x232F,9007,SYMMETRY,⌯
0x2330,9008,TOTAL RUNOUT,⌰
0x2331,9009,DIMENSION ORIGIN,⌱
0x2332,9010,CONICAL TAPER,⌲
0x2333,9011,SLOPE,⌳
0x2334,9012,COUNTERBORE,⌴
0x2335,9013,COUNTERSINK,⌵
0x2336,9014,APL FUNCTIONAL SYMBOL I-BEAM,⌶
0x2337,9015,APL FUNCTIONAL SYMBOL SQUISH QUAD,⌷
0x2338,9016,APL FUNCTIONAL SYMBOL QUAD EQUAL,⌸
0x2339,9017,APL FUNCTIONAL SYMBOL QUAD DIVIDE,⌹
0x233A,9018,APL FUNCTIONAL SYMBOL QUAD DIAMOND,⌺
0x233B,9019,APL FUNCTIONAL SYMBOL QUAD JOT,⌻
0x233C,9020,APL FUNCTIONAL SYMBOL QUAD CIRCLE,⌼
0x233D,9021,APL FUNCTIONAL SYMBOL CIRCLE STILE,⌽
0x233E,9022,APL FUNCTIONAL SYMBOL CIRCLE JOT,⌾
0x233F,9023,APL FUNCTIONAL SYMBOL SLASH BAR,⌿
0x2340,9024,APL FUNCTIONAL SYMBOL BACKSLASH BAR,⍀
0x2341,9025,APL FUNCTIONAL SYMBOL QUAD SLASH,⍁
0x2342,9026,APL FUNCTIONAL SYMBOL QUAD BACKSLASH,⍂
0x2343,9027,APL FUNCTIONAL SYMBOL QUAD LESS-THAN,⍃
0x2344,9028,APL FUNCTIONAL SYMBOL QUAD GREATER-THAN,⍄
0x2345,9029,APL FUNCTIONAL SYMBOL LEFTWARDS VANE,⍅
0x2346,9030,APL FUNCTIONAL SYMBOL RIGHTWARDS VANE,⍆
0x2347,9031,APL FUNCTIONAL SYMBOL QUAD LEFTWARDS ARROW,⍇
0x2348,9032,APL FUNCTIONAL SYMBOL QUAD RIGHTWARDS ARROW,⍈
0x2349,9033,APL FUNCTIONAL SYMBOL CIRCLE BACKSLASH,⍉
0x234A,9034,APL FUNCTIONAL SYMBOL DOWN TACK UNDERBAR,⍊
0x234B,9035,APL FUNCTIONAL SYMBOL DELTA STILE,⍋
0x234C,9036,APL FUNCTIONAL SYMBOL QUAD DOWN CARET,⍌
0x234D,9037,APL FUNCTIONAL SYMBOL QUAD DELTA,⍍
0x234E,9038,APL FUNCTIONAL SYMBOL DOWN TACK JOT,⍎
0x234F,9039,APL FUNCTIONAL SYMBOL UPWARDS VANE,⍏
0x2350,9040,APL FUNCTIONAL SYMBOL QUAD UPWARDS ARROW,⍐
0x2351,9041,APL FUNCTIONAL SYMBOL UP TACK OVERBAR,⍑
0x2352,9042,APL FUNCTIONAL SYMBOL DEL STILE,⍒
0x2353,9043,APL FUNCTIONAL SYMBOL QUAD UP CARET,⍓
0x2354,9044,APL FUNCTIONAL SYMBOL QUAD DEL,⍔
0x2355,9045,APL FUNCTIONAL SYMBOL UP TACK JOT,⍕
0x2356,9046,APL FUNCTIONAL SYMBOL DOWNWARDS VANE,⍖
0x2357,9047,APL FUNCTIONAL SYMBOL QUAD DOWNWARDS ARROW,⍗
0x2358,9048,APL FUNCTIONAL SYMBOL QUOTE UNDERBAR,⍘
0x2359,9049,APL FUNCTIONAL SYMBOL DELTA UNDERBAR,⍙
0x235A,9050,APL FUNCTIONAL SYMBOL DIAMOND UNDERBAR,⍚
0x235B,9051,APL FUNCTIONAL SYMBOL JOT UNDERBAR,⍛
0x235C,9052,APL FUNCTIONAL SYMBOL CIRCLE UNDERBAR,⍜
0x235D,9053,APL FUNCTIONAL SYMBOL UP SHOE JOT,⍝
0x235E,9054,APL FUNCTIONAL SYMBOL QUOTE QUAD,⍞
0x235F,9055,APL FUNCTIONAL SYMBOL CIRCLE STAR,⍟
0x2360,9056,APL FUNCTIONAL SYMBOL QUAD COLON,⍠
0x2361,9057,APL FUNCTIONAL SYMBOL UP TACK DIAERESIS,⍡
0x2362,9058,APL FUNCTIONAL SYMBOL DEL DIAERESIS,⍢
0x2363,9059,APL FUNCTIONAL SYMBOL STAR DIAERESIS,⍣
0x2364,9060,APL FUNCTIONAL SYMBOL JOT DIAERESIS,⍤
0x2365,9061,APL FUNCTIONAL SYMBOL CIRCLE DIAERESIS,⍥
0x2366,9062,APL FUNCTIONAL SYMBOL DOWN SHOE STILE,⍦
0x2367,9063,APL FUNCTIONAL SYMBOL LEFT SHOE STILE,⍧
0x2368,9064,APL FUNCTIONAL SYMBOL TILDE DIAERESIS,⍨
0x2369,9065,APL FUNCTIONAL SYMBOL GREATER-THAN DIAERESIS,⍩
0x236A,9066,APL FUNCTIONAL SYMBOL COMMA BAR,⍪
0x236B,9067,APL FUNCTIONAL SYMBOL DEL TILDE,⍫
0x236C,9068,APL FUNCTIONAL SYMBOL ZILDE,⍬
0x236D,9069,APL FUNCTIONAL SYMBOL STILE TILDE,⍭
0x236E,9070,APL FUNCTIONAL SYMBOL SEMICOLON UNDERBAR,⍮
0x236F,9071,APL FUNCTIONAL SYMBOL QUAD NOT EQUAL,⍯
0x2370,9072,APL FUNCTIONAL SYMBOL QUAD QUESTION,⍰
0x2371,9073,APL FUNCTIONAL SYMBOL DOWN CARET TILDE,⍱
0x2372,9074,APL FUNCTIONAL SYMBOL UP CARET TILDE,⍲
0x2373,9075,APL FUNCTIONAL SYMBOL IOTA,⍳
0x2374,9076,APL FUNCTIONAL SYMBOL RHO,⍴
0x2375,9077,APL FUNCTIONAL SYMBOL OMEGA,⍵
0x2376,9078,APL FUNCTIONAL SYMBOL ALPHA UNDERBAR,⍶
0x2377,9079,APL FUNCTIONAL SYMBOL EPSILON UNDERBAR,⍷
0x2378,9080,APL FUNCTIONAL SYMBOL IOTA UNDERBAR,⍸
0x2379,9081,APL FUNCTIONAL SYMBOL OMEGA UNDERBAR,⍹
0x237A,9082,APL FUNCTIONAL SYMBOL ALPHA,⍺
0x237B,9083,NOT CHECK MARK,⍻
0x237D,9085,SHOULDERED OPEN BOX,⍽
0x237E,9086,BELL SYMBOL,⍾
0x237F,9087,VERTICAL LINE WITH MIDDLE DOT,⍿
0x2380,9088,INSERTION SYMBOL,⎀
0x2381,9089,CONTINUOUS UNDERLINE SYMBOL,⎁
0x2382,9090,DISCONTINUOUS UNDERLINE SYMBOL,⎂
0x2383,9091,EMPHASIS SYMBOL,⎃
0x2384,9092,COMPOSITION SYMBOL,⎄
0x2385,9093,WHITE SQUARE WITH CENTRE VERTICAL LINE,⎅
0x2386,9094,ENTER SYMBOL,⎆
0x2387,9095,ALTERNATIVE KEY SYMBOL,⎇
0x2388,9096,HELM SYMBOL,⎈
0x2389,9097,CIRCLED HORIZONTAL BAR WITH NOTCH,⎉
0x238A,9098,CIRCLED TRIANGLE DOWN,⎊
0x238B,9099,BROKEN CIRCLE WITH NORTHWEST ARROW,⎋
0x238C,9100,UNDO SYMBOL,⎌
0x238D,9101,MONOSTABLE SYMBOL,⎍
0x238E,9102,HYSTERESIS SYMBOL,⎎
0x238F,9103,OPEN-CIRCUIT-OUTPUT H-TYPE SYMBOL,⎏
0x2390,9104,OPEN-CIRCUIT-OUTPUT L-TYPE SYMBOL,⎐
0x2391,9105,PASSIVE-PULL-DOWN-OUTPUT SYMBOL,⎑
0x2392,9106,PASSIVE-PULL-UP-OUTPUT SYMBOL,⎒
0x2393,9107,DIRECT CURRENT SYMBOL FORM TWO,⎓
0x2394,9108,SOFTWARE-FUNCTION SYMBOL,⎔
0x2395,9109,APL FUNCTIONAL SYMBOL QUAD,⎕
0x2396,9110,DECIMAL SEPARATOR KEY SYMBOL,⎖
0x2397,9111,PREVIOUS PAGE,⎗
0x2398,9112,NEXT PAGE,⎘
0x2399,9113,PRINT SCREEN SYMBOL,⎙
0x239A,9114,CLEAR SCREEN SYMBOL,⎚
,,,
0x2400,9216,SYMBOL FOR NULL,␀
0x2401,9217,SYMBOL FOR START OF HEADING,␁
0x2402,9218,SYMBOL FOR START OF TEXT,␂
0x2403,9219,SYMBOL FOR END OF TEXT,␃
0x2404,9220,SYMBOL FOR END OF TRANSMISSION,␄
0x2405,9221,SYMBOL FOR ENQUIRY,␅
0x2406,9222,SYMBOL FOR ACKNOWLEDGE,␆
0x2407,9223,SYMBOL FOR BELL,␇
0x2408,9224,SYMBOL FOR BACKSPACE,␈
0x2409,9225,SYMBOL FOR HORIZONTAL TABULATION,␉
0x240A,9226,SYMBOL FOR LINE FEED,␊
0x240B,9227,SYMBOL FOR VERTICAL TABULATION,␋
0x240C,9228,SYMBOL FOR FORM FEED,␌
0x240D,9229,SYMBOL FOR CARRIAGE RETURN,␍
0x240E,9230,SYMBOL FOR SHIFT OUT,␎
0x240F,9231,SYMBOL FOR SHIFT IN,␏
0x2410,9232,SYMBOL FOR DATA LINK ESCAPE,␐
0x2411,9233,SYMBOL FOR DEVICE CONTROL ONE,␑
0x2412,9234,SYMBOL FOR DEVICE CONTROL TWO,␒
0x2413,9235,SYMBOL FOR DEVICE CONTROL THREE,␓
0x2414,9236,SYMBOL FOR DEVICE CONTROL FOUR,␔
0x2415,9237,SYMBOL FOR NEGATIVE ACKNOWLEDGE,␕
0x2416,9238,SYMBOL FOR SYNCHRONOUS IDLE,␖
0x2417,9239,SYMBOL FOR END OF TRANSMISSION BLOCK,␗
0x2418,9240,SYMBOL FOR CANCEL,␘
0x2419,9241,SYMBOL FOR END OF MEDIUM,␙
0x241A,9242,SYMBOL FOR SUBSTITUTE,␚
0x241B,9243,SYMBOL FOR ESCAPE,␛
0x241C,9244,SYMBOL FOR FILE SEPARATOR,␜
0x241D,9245,SYMBOL FOR GROUP SEPARATOR,␝
0x241E,9246,SYMBOL FOR RECORD SEPARATOR,␞
0x241F,9247,SYMBOL FOR UNIT SEPARATOR,␟
0x2420,9248,SYMBOL FOR SPACE,␠
0x2421,9249,SYMBOL FOR DELETE,␡
0x2422,9250,BLANK SYMBOL,␢
0x2423,9251,OPEN BOX,␣
0x2424,9252,SYMBOL FOR NEWLINE,␤
0x2425,9253,SYMBOL FOR DELETE FORM TWO,␥
0x2426,9254,SYMBOL FOR SUBSTITUTE FORM TWO,␦
,,,
0x2440,9280,OCR HOOK,⑀
0x2441,9281,OCR CHAIR,⑁
0x2442,9282,OCR FORK,⑂
0x2443,9283,OCR INVERTED FORK,⑃
0x2444,9284,OCR BELT BUCKLE,⑄
0x2445,9285,OCR BOW TIE,⑅
0x2446,9286,OCR BRANCH BANK IDENTIFICATION,⑆
0x2447,9287,OCR AMOUNT OF CHECK,⑇
0x2448,9288,OCR DASH,⑈
0x2449,9289,OCR CUSTOMER ACCOUNT NUMBER,⑉
0x244A,9290,OCR DOUBLE BACKSLASH,⑊
,,,
0x2460,9312,CIRCLED DIGIT ONE,①
0x2461,9313,CIRCLED DIGIT TWO,②
0x2462,9314,CIRCLED DIGIT THREE,③
0x2463,9315,CIRCLED DIGIT FOUR,④
0x2464,9316,CIRCLED DIGIT FIVE,⑤
0x2465,9317,CIRCLED DIGIT SIX,⑥
0x2466,9318,CIRCLED DIGIT SEVEN,⑦
0x2467,9319,CIRCLED DIGIT EIGHT,⑧
0x2468,9320,CIRCLED DIGIT NINE,⑨
0x2469,9321,CIRCLED NUMBER TEN,⑩
0x246A,9322,CIRCLED NUMBER ELEVEN,⑪
0x246B,9323,CIRCLED NUMBER TWELVE,⑫
0x246C,9324,CIRCLED NUMBER THIRTEEN,⑬
0x246D,9325,CIRCLED NUMBER FOURTEEN,⑭
0x246E,9326,CIRCLED NUMBER FIFTEEN,⑮
0x246F,9327,CIRCLED NUMBER SIXTEEN,⑯
0x2470,9328,CIRCLED NUMBER SEVENTEEN,⑰
0x2471,9329,CIRCLED NUMBER EIGHTEEN,⑱
0x2472,9330,CIRCLED NUMBER NINETEEN,⑲
0x2473,9331,CIRCLED NUMBER TWENTY,⑳
0x2474,9332,PARENTHESIZED DIGIT ONE,⑴
0x2475,9333,PARENTHESIZED DIGIT TWO,⑵
0x2476,9334,PARENTHESIZED DIGIT THREE,⑶
0x2477,9335,PARENTHESIZED DIGIT FOUR,⑷
0x2478,9336,PARENTHESIZED DIGIT FIVE,⑸
0x2479,9337,PARENTHESIZED DIGIT SIX,⑹
0x247A,9338,PARENTHESIZED DIGIT SEVEN,⑺
0x247B,9339,PARENTHESIZED DIGIT EIGHT,⑻
0x247C,9340,PARENTHESIZED DIGIT NINE,⑼
0x247D,9341,PARENTHESIZED NUMBER TEN,⑽
0x247E,9342,PARENTHESIZED NUMBER ELEVEN,⑾
0x247F,9343,PARENTHESIZED NUMBER TWELVE,⑿
0x2480,9344,PARENTHESIZED NUMBER THIRTEEN,⒀
0x2481,9345,PARENTHESIZED NUMBER FOURTEEN,⒁
0x2482,9346,PARENTHESIZED NUMBER FIFTEEN,⒂
0x2483,9347,PARENTHESIZED NUMBER SIXTEEN,⒃
0x2484,9348,PARENTHESIZED NUMBER SEVENTEEN,⒄
0x2485,9349,PARENTHESIZED NUMBER EIGHTEEN,⒅
0x2486,9350,PARENTHESIZED NUMBER NINETEEN,⒆
0x2487,9351,PARENTHESIZED NUMBER TWENTY,⒇
0x2488,9352,DIGIT ONE FULL STOP,⒈
0x2489,9353,DIGIT TWO FULL STOP,⒉
0x248A,9354,DIGIT THREE FULL STOP,⒊
0x248B,9355,DIGIT FOUR FULL STOP,⒋
0x248C,9356,DIGIT FIVE FULL STOP,⒌
0x248D,9357,DIGIT SIX FULL STOP,⒍
0x248E,9358,DIGIT SEVEN FULL STOP,⒎
0x248F,9359,DIGIT EIGHT FULL STOP,⒏
0x2490,9360,DIGIT NINE FULL STOP,⒐
0x2491,9361,NUMBER TEN FULL STOP,⒑
0x2492,9362,NUMBER ELEVEN FULL STOP,⒒
0x2493,9363,NUMBER TWELVE FULL STOP,⒓
0x2494,9364,NUMBER THIRTEEN FULL STOP,⒔
0x2495,9365,NUMBER FOURTEEN FULL STOP,⒕
0x2496,9366,NUMBER FIFTEEN FULL STOP,⒖
0x2497,9367,NUMBER SIXTEEN FULL STOP,⒗
0x2498,9368,NUMBER SEVENTEEN FULL STOP,⒘
0x2499,9369,NUMBER EIGHTEEN FULL STOP,⒙
0x249A,9370,NUMBER NINETEEN FULL STOP,⒚
0x249B,9371,NUMBER TWENTY FULL STOP,⒛
0x249C,9372,PARENTHESIZED LATIN SMALL LETTER A,⒜
0x249D,9373,PARENTHESIZED LATIN SMALL LETTER B,⒝
0x249E,9374,PARENTHESIZED LATIN SMALL LETTER C,⒞
0x249F,9375,PARENTHESIZED LATIN SMALL LETTER D,⒟
0x24A0,9376,PARENTHESIZED LATIN SMALL LETTER E,⒠
0x24A1,9377,PARENTHESIZED LATIN SMALL LETTER F,⒡
0x24A2,9378,PARENTHESIZED LATIN SMALL LETTER G,⒢
0x24A3,9379,PARENTHESIZED LATIN SMALL LETTER H,⒣
